#,Train Set,Test Set,Accuracy,Sleep Correct,Wake Correct,Sleep Predictive,Wake Predictive,AUC,k,AD_motion,AD_HR,AD_cosine,AD_label
11,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",1449548,0.8416289592760181,0.8864795918367347,0.49,0.9316353887399463,0.35507246376811596,0.7031951530612246,0.3229462996192394,"Anderson_ksampResult(statistic=6.143888993828005, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.0013805516303913622)","Anderson_ksampResult(statistic=33.42016327903421, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=-0.43033240211233525, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.25)","Anderson_ksampResult(statistic=12.650760860409568, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
12,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",8258170,0.8957688338493293,0.930365296803653,0.5698924731182796,0.9532163742690059,0.4649122807017544,0.8968306574360484,0.4544010168414363,"Anderson_ksampResult(statistic=17.496465887756504, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=13.636613584980728, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=1.3271342326080364, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.09220229734030945)","Anderson_ksampResult(statistic=1.4513976753783682, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.08185771836054898)"
13,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",781756,0.8104508196721312,0.8134078212290503,0.7777777777777778,0.9758713136729222,0.27391304347826084,0.8668804745154838,0.32190659315897785,"Anderson_ksampResult(statistic=350.05056710681674, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=95.62426252939544, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=0.8208149838321502, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.15060767274657555)","Anderson_ksampResult(statistic=-1.3112160989729202, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.25)"
14,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",9106476,0.8498435870698644,0.9083619702176403,0.2558139534883721,0.9253208868144691,0.21568627450980393,0.7539225871760036,0.15147344360606574,"Anderson_ksampResult(statistic=29.83700563879938, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=96.44538287532662, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=1.8652808667068885, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.05529460876096835)","Anderson_ksampResult(statistic=-0.6253986515013461, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.25)"
15,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",8686948,0.9171907756813418,0.9139072847682119,0.9791666666666666,0.9987937273823885,0.376,0.9777409860191317,0.5075469478966558,"Anderson_ksampResult(statistic=29.541032461590117, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=22.005790929704304, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=2.174162671166394, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.04142806410642269)","Anderson_ksampResult(statistic=17.27036694453897, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
16,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",8530312,0.7846674182638106,0.7903822441430333,0.7236842105263158,0.9682779456193353,0.24444444444444444,0.8881335583100786,0.2722231052421312,"Anderson_ksampResult(statistic=159.98937138672727, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=121.42505364662527, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=1.2173207670291926, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.10247481612426383)","Anderson_ksampResult(statistic=-1.226645525109277, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.25)"
17,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",3997827,0.8526645768025078,0.8488745980707395,1.0,1.0,0.14545454545454545,0.993479814219364,0.21980538065254718,"Anderson_ksampResult(statistic=12.520182918455566, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=91.58517652643492, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=1.9858578812366197, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.049380564198211505)","Anderson_ksampResult(statistic=56.711765299154685, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
18,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",4314139,0.8854166666666666,0.9206534422403734,0.5922330097087378,0.9494584837545126,0.4728682170542636,0.8937816496924246,0.4616255238444832,"Anderson_ksampResult(statistic=0.14038991260267403, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.25)","Anderson_ksampResult(statistic=97.09870659782986, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=1.806560841265931, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.05843732426068501)","Anderson_ksampResult(statistic=8.52544092628424, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
19,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",1818471,0.7513061650992685,0.7489451476793249,1.0,1.0,0.03643724696356275,0.9886310360993905,0.05312913122645979,"Anderson_ksampResult(statistic=102.11073286900088, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=4.265763536757335, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.006425502595977688)","Anderson_ksampResult(statistic=1.9858578812366197, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.049380564198211505)","Anderson_ksampResult(statistic=92.13214999846075, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
20,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '8173033', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",4426783,0.9089048106448311,0.9174917491749175,0.7941176470588235,0.9834905660377359,0.4186046511627907,0.9620462046204622,0.5029126768615121,"Anderson_ksampResult(statistic=15.058985825661008, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=35.00103452509175, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=0.9771461219021119, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.1293052808856213)","Anderson_ksampResult(statistic=1.9835641163503381, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.04948669531717355)"
21,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '7749105', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",8173033,0.8815513626834381,0.8801295896328294,0.9285714285714286,0.9975520195838433,0.1897810218978102,0.9816607528540574,0.2800625091827057,"Anderson_ksampResult(statistic=33.483184655753824, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=40.420878679898024, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=2.174162671166394, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.04142806410642269)","Anderson_ksampResult(statistic=48.352594435609205, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
22,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '5797046', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",7749105,0.8717948717948718,0.825,0.972972972972973,0.9850746268656716,0.72,0.9773648648648648,0.7291248649482944,"Anderson_ksampResult(statistic=4.477941073665627, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.005366163660021029)","Anderson_ksampResult(statistic=15.561661354859723, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=230.43433418951656, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=108.19787103560141, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
23,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '759667', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",5797046,0.8858057630736392,0.9126891734575088,0.5897435897435898,0.9607843137254902,0.38016528925619836,0.8734963135428793,0.40174953904539135,"Anderson_ksampResult(statistic=5.833076623355246, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001764925380052755)","Anderson_ksampResult(statistic=54.017499638505875, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=3.2922727761808677, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.014997422729723514)","Anderson_ksampResult(statistic=-1.313171260730212, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.25)"
24,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '8000685', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",759667,0.8270509977827051,0.825287356321839,0.875,0.9944598337950139,0.15555555555555556,0.9258620689655171,0.2169790321862619,"Anderson_ksampResult(statistic=6.846065354736196, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=5.857379010523205, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.0017311333109299365)","Anderson_ksampResult(statistic=122.38533413835209, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=16.766167368037955, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
25,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '6220552', '844359', '9618981', '1360686', '46343', '8692923']",8000685,0.8893572181243414,0.8887677208287895,0.90625,0.9963325183374083,0.22137404580152673,0.954931161395856,0.31891348776170003,"Anderson_ksampResult(statistic=82.81759775501459, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=82.56174419710439, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=1.8069649632691391, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.05841507137185758)","Anderson_ksampResult(statistic=40.41019757918917, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
26,"['3509524', '5132496', '1066528', '5498603', '2638030', '2598705', '5383425', '1455390', '4018081', '9961348', '1449548', '8258170', '781756', '9106476', '8686948', '8530312', '3997827', '4314139', '1818471', '4426783', '8173033', '7749105', '5797046', '759667', '8000685', '844359', '9618981', '1360686', '46343', '8692923']",6220552,0.7775445960125918,0.779379157427938,0.7450980392156863,0.9818435754189944,0.16033755274261605,0.8564192861179949,0.19279236086140072,"Anderson_ksampResult(statistic=86.79494158366667, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=24.06558091584759, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)","Anderson_ksampResult(statistic=2.238807781300939, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.03901605031310153)","Anderson_ksampResult(statistic=13.826237755968034, critical_values=array([0.325, 1.226, 1.961, 2.718, 3.752, 4.592, 6.546]), significance_level=0.001)"
